Word,Number of morphemes,Number of Letters,Number of Syllables,Number of Phonemes,Orthographic N,OLD20,PN_Std,PLD20_Std,PN_Singapore,PLD20_Singapore,PN_NonStd,PLD_NonStd,freq_singapore/million,lg_freq_singapore,freq_malaysia/million,lg_freq_malaysia,LDT_RT,LDT_ACC,NMG_RT,NMG_ACC
asuh,1,4,2,4,3,1.7500,3,1.7500,2,1.8000,3,1.7500,0.80,0.26,0.93,0.29,654.0476,0.9545,454.5250,0.9091
asuhan,2,6,3,6,0,2.0000,0,2.0000,0,2.2000,0,2.2000,6.80,0.89,5.61,0.82,,,,
asyik,1,5,2,4,0,2.5000,2,1.9000,2,1.9000,2,1.9000,62.00,1.80,28.50,1.47,,,,
atap,1,4,2,4,3,1.7500,4,1.7000,4,1.7000,4,1.7000,4.00,0.70,0.47,0.17,,,,
atas,1,4,2,4,5,1.6500,5,1.6500,5,1.6500,5,1.6500,"1,309.20",3.12,896.73,2.95,,,,
atasan,2,6,3,6,1,1.9000,1,1.9000,1,1.9000,1,1.9000,12.60,1.13,15.89,1.23,,,,
atur,1,4,2,4,1,1.8500,1,1.9000,1,1.9000,1,1.9000,13.40,1.16,9.81,1.03,,,,
aturan,2,6,3,6,0,2.0000,0,2.0000,0,2.1000,0,2.1000,23.00,1.38,1.40,0.38,,,,
aur,1,3,1,2,1,1.8000,1,1.9500,1,1.9500,1,1.9500,3.20,0.62,0.93,0.29,,,,
awak,1,4,2,4,8,1.5000,8,1.5000,8,1.5000,8,1.5000,73.40,1.87,30.84,1.50,545.0233,0.9773,460.0233,0.9773
awal,1,4,2,4,10,1.4500,10,1.4500,10,1.4500,10,1.4500,658.00,2.82,798.60,2.90,,,,
awalan,2,6,3,6,2,1.8500,2,1.8500,2,1.8500,2,1.8500,4.40,0.73,1.40,0.38,,,,
awam,1,4,2,4,8,1.6000,8,1.6000,8,1.6000,8,1.6000,537.40,2.73,128.97,2.11,,,,
awan,1,4,2,4,7,1.3500,8,1.3000,8,1.3000,8,1.3000,13.00,1.15,2.80,0.58,,,,
awang-awang,1,11,4,8,0,4.9500,0,4.0000,0,4.0000,0,4.0000,0.00,0.00,0.47,0.17,,,,
awas,1,4,2,4,8,1.6000,8,1.6000,8,1.6000,8,1.6000,18.60,1.29,5.14,0.79,,,,
awet,1,4,2,4,0,2.0500,0,2.6500,0,2.0000,0,2.0000,6.20,0.86,0.93,0.29,,,,
ayah,1,4,2,4,8,1.5500,8,1.5500,8,1.5500,8,1.5500,0.00,0.00,59.81,1.78,524.0698,0.9773,455.9524,0.9545
ayam,1,4,2,4,7,1.5500,8,1.5000,8,1.5000,8,1.5000,234.00,2.37,51.40,1.72,,,,
ayang,1,5,2,4,4,1.3500,7,1.2000,7,1.2000,7,1.2000,0.20,0.08,0.47,0.17,,,,
ayat,1,4,2,4,5,1.6500,9,1.4500,9,1.4500,9,1.4500,111.80,2.05,10.75,1.07,,,,
ayu,1,3,2,3,5,1.3000,5,1.3000,5,1.4000,5,1.4000,29.00,1.48,19.16,1.30,,,,
ayum,1,4,2,4,3,1.8000,3,1.8000,2,1.9000,2,1.9000,0.00,0.00,1.40,0.38,,,,
ayun,1,4,2,4,4,1.7500,4,1.7500,4,1.7500,4,1.7500,0.00,0.00,0.93,0.29,832.1053,0.4318,477.4634,0.9318
azab,1,4,2,4,3,1.8500,3,1.8500,3,1.8500,3,1.8500,6.20,0.86,2.34,0.52,,,,
azam,1,4,2,4,6,1.7000,6,1.7000,6,1.7000,6,1.7000,75.40,1.88,31.31,1.51,,,,
azan,1,4,2,4,5,1.7500,6,1.7000,6,1.7000,6,1.7000,16.60,1.25,1.40,0.38,,,,
azimat,1,6,3,6,0,2.7500,0,2.7000,0,2.7500,0,2.7500,3.60,0.66,7.94,0.95,,,,
bab,1,3,1,3,6,1.6000,5,1.6500,5,1.6500,5,1.6500,17.60,1.27,1.87,0.46,,,,
babak,1,5,2,5,5,1.7500,5,1.7000,5,1.7000,5,1.7000,56.80,1.76,343.46,2.54,,,,
babi,1,4,2,4,12,1.2500,12,1.3000,12,1.3500,12,1.3500,12.00,1.11,1.40,0.38,,,,
babit,1,5,2,5,2,1.8000,2,1.8500,2,1.9000,2,1.9000,0.20,0.08,3.27,0.63,664.8108,0.8409,505.1190,0.9545
babu,1,4,2,4,11,1.3000,12,1.3000,12,1.3000,12,1.3000,1.00,0.30,0.93,0.29,,,,
baca,1,4,2,4,10,1.5000,9,1.5000,9,1.5000,8,1.6000,42.00,1.63,20.09,1.32,522.5349,0.9773,462.5238,0.9545
bacaan,2,6,3,6,1,1.9500,1,1.9500,1,1.9500,1,2.3000,67.80,1.84,10.75,1.07,,,,
bacang,1,6,2,5,8,1.6000,8,1.5500,8,1.5500,8,1.6000,0.60,0.20,0.47,0.17,,,,
bad,1,3,1,3,8,1.4500,11,1.2000,11,1.2000,11,1.2000,0.00,0.00,3.74,0.68,,,,
bada,1,4,2,4,14,1.0000,14,1.0000,14,1.0000,14,1.2000,0.00,0.00,4.67,0.75,,,,
badai,1,5,2,4,7,1.4500,5,1.6500,5,1.6500,5,1.6500,9.00,1.00,3.27,0.63,,,,
badak,1,5,2,5,9,1.5000,9,1.4500,9,1.4500,9,1.5000,0.60,0.20,16.82,1.25,,,,
badam,1,5,2,5,6,1.6500,6,1.6500,6,1.6500,6,1.7000,7.60,0.93,0.47,0.17,,,,
badan,1,5,2,5,11,1.3000,11,1.3500,11,1.3500,11,1.4000,747.80,2.87,415.89,2.62,,,,
badang,1,6,2,5,13,1.3000,17,1.1000,17,1.1000,17,1.1500,2.40,0.53,13.55,1.16,,,,
badar,1,5,2,5,8,1.4500,8,1.5000,8,1.5000,8,1.5500,2.40,0.53,0.93,0.29,,,,
badari,1,6,3,6,0,1.9000,0,2.3500,0,2.3500,0,2.4000,0.00,0.00,0.47,0.17,,,,
badi,1,4,2,4,14,1.1000,15,1.1500,15,1.1500,15,1.1500,1.40,0.38,21.03,1.34,749.1667,0.6818,513.2791,0.9773
baduk,1,5,2,5,4,1.7500,4,1.7500,4,1.7500,4,1.7500,0.00,0.00,0.47,0.17,,,,
badut,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,10.80,1.07,2.34,0.52,,,,
bagai,1,5,2,4,3,1.7500,3,1.8500,3,1.8500,3,1.8500,50.40,1.71,38.79,1.60,,,,
bagaimana,2,9,4,8,0,3.9000,0,3.9000,0,3.9000,0,4.0000,535.80,2.73,178.04,2.25,,,,
bagaimanapun,2,12,5,11,0,6.4500,0,5.8000,0,5.8000,0,6.4000,572.40,2.76,788.79,2.90,,,,
bagan,1,5,2,5,6,1.7000,5,1.7500,5,1.7500,5,1.7500,3.40,0.64,4.67,0.75,,,,
bagasi,1,6,3,6,0,2.2500,0,2.4000,0,2.4000,0,2.4000,4.40,0.73,0.47,0.17,,,,
bagi,1,4,2,4,10,1.4000,11,1.4500,11,1.4500,11,1.4500,"6,275.80",3.80,"3,236.92",3.51,,,,
baginda,1,7,3,7,0,2.9000,0,2.8500,0,2.8500,0,3.0500,98.80,2.00,22.43,1.37,,,,
bagus,1,5,2,5,0,1.9500,0,1.9500,0,2.0000,0,2.0000,48.20,1.69,95.33,1.98,,,,
bah,1,3,1,3,13,1.1500,13,1.1500,13,1.1500,13,1.1500,0.00,0.00,7.48,0.93,,,,
bahadur,1,7,3,7,0,2.8500,0,2.9000,0,2.9500,0,2.9500,0.00,0.00,0.47,0.17,,,,
bahagi,1,6,3,6,0,2.0500,0,2.3500,0,2.3500,0,2.3500,8.60,0.98,3.74,0.68,679.7895,0.8636,504.4884,0.9773
bahagia,1,7,4,8,0,2.6000,0,3.3500,0,3.3500,0,3.4000,82.20,1.92,23.36,1.39,,,,
bahagian,2,8,4,9,0,2.8500,0,3.5500,0,3.5500,0,3.6500,459.40,2.66,423.36,2.63,,,,
bahan,1,5,2,5,10,1.4000,10,1.4500,10,1.4500,10,1.4500,379.00,2.58,173.36,2.24,,,,
bahang,1,6,2,5,7,1.6000,10,1.5000,10,1.5000,10,1.5000,20.40,1.33,26.17,1.43,693.4211,0.8636,494.3095,0.9545
bahar,1,5,2,5,9,1.5000,9,1.5500,9,1.5500,9,1.5500,2.80,0.58,0.93,0.29,,,,
baharu,1,6,3,6,0,1.9000,0,2.3500,0,2.4000,0,2.4000,7.00,0.90,10.75,1.07,,,,
bahas,1,5,2,5,6,1.6500,6,1.6500,6,1.6500,5,1.7000,62.60,1.80,0.47,0.17,576.0952,0.9545,493.6744,0.9773
bahasa,1,6,3,6,2,1.8500,2,1.8500,2,1.8500,2,1.8500,"1,195.60",3.08,191.12,2.28,512.1395,0.9773,477.6512,0.9773
bahau,1,5,2,4,6,1.6000,5,1.7000,5,1.7000,5,1.7000,0.00,0.00,0.47,0.17,,,,
bahawa,1,6,3,6,2,1.9500,2,1.9500,2,1.9500,2,2.1000,"1,708.00",3.23,689.25,2.84,,,,
bahaya,1,6,3,6,3,1.8500,3,1.8500,3,1.8500,3,2.0000,78.40,1.90,31.31,1.51,481.4884,0.9773,485.6905,0.9545
bahkan,2,6,2,6,0,1.9500,0,1.9500,0,1.9500,0,1.9500,458.40,2.66,34.11,1.55,,,,
bahtera,1,7,3,7,0,2.9000,0,2.9000,0,2.9000,0,3.0500,8.00,0.95,5.14,0.79,,,,
bahu,1,4,2,4,10,1.3500,12,1.3500,12,1.3500,12,1.3500,62.60,1.80,35.98,1.57,,,,
bai,1,3,1,2,9,1.0000,2,1.8000,2,1.8000,2,1.8000,5.80,0.83,15.89,1.23,,,,
baiduri,1,7,3,6,0,2.9000,0,2.8500,0,2.8500,0,2.8500,0.60,0.20,1.40,0.38,,,,
baik,1,4,2,5,2,1.7000,3,1.8000,3,1.8500,3,1.8500,"1,668.60",3.22,"1,299.07",3.11,,,,
bait,1,4,1,3,2,1.8000,1,1.9000,1,1.9000,1,1.9000,0.00,0.00,6.07,0.85,,,,
bajau,1,5,2,4,3,1.8000,6,1.7000,6,1.7000,6,1.7000,0.40,0.15,2.34,0.52,,,,
baji,1,4,2,4,14,1.2000,15,1.2000,15,1.2000,15,1.2000,1.00,0.30,0.47,0.17,,,,
baju,1,4,2,4,10,1.3500,12,1.3500,12,1.3500,12,1.3500,148.80,2.18,34.11,1.55,553.3488,0.9773,474.2326,0.9773
bak,1,3,1,3,16,1.0000,16,1.0000,16,1.0000,16,1.0000,206.80,2.32,15.42,1.22,,,,
baka,1,4,2,4,16,1.0000,16,1.0000,16,1.0000,15,1.1500,5.00,0.78,1.87,0.46,,,,
bakal,1,5,2,5,8,1.5000,7,1.5500,7,1.5500,7,1.6000,596.00,2.78,627.57,2.80,,,,
bakap,1,5,2,5,6,1.6500,5,1.7000,5,1.7000,5,1.7500,0.00,0.00,0.47,0.17,,,,
bakar,1,5,2,5,12,1.3000,11,1.3500,11,1.3500,11,1.4000,120.20,2.08,174.77,2.24,,,,
bakat,1,5,2,5,8,1.5500,7,1.5500,7,1.5500,7,1.6000,277.60,2.44,319.16,2.51,,,,
bakau,1,5,2,4,8,1.5000,8,1.5500,8,1.5500,8,1.5500,2.80,0.58,0.93,0.29,,,,
bakawali,1,8,4,8,0,3.7500,0,3.8000,0,3.8000,0,3.8500,0.00,0.00,5.14,0.79,,,,
bakhil,1,6,2,5,0,2.5000,2,1.9000,1,1.9500,0,2.6500,5.40,0.81,2.34,0.52,,,,
baki,1,4,2,4,15,1.1000,16,1.1000,16,1.1000,16,1.1000,69.20,1.85,113.55,2.06,,,,
bakti,1,5,2,5,2,1.8500,2,1.8500,2,1.8500,2,1.8500,35.20,1.56,37.85,1.59,606.3415,0.9318,487.4773,1.0000
baku,1,4,2,4,16,1.0000,18,1.0000,18,1.0000,18,1.0000,25.40,1.42,1.40,0.38,,,,
bakul,1,5,2,5,1,1.9000,1,1.9000,1,1.9500,1,1.9500,13.80,1.17,3.27,0.63,,,,
bala,1,4,2,5,20,1.0000,11,1.3500,11,1.3500,11,1.3500,11.60,1.10,5.61,0.82,,,,
balai,1,5,2,4,9,1.4500,8,1.6000,8,1.6000,8,1.6000,54.20,1.74,19.16,1.30,,,,
balak,1,5,2,5,12,1.3500,11,1.3500,11,1.3500,11,1.3500,2.00,0.48,8.88,0.99,,,,
balan,1,5,2,5,12,1.2000,11,1.4000,11,1.4000,11,1.4000,2.00,0.48,2.80,0.58,,,,
balang,1,6,2,5,19,1.0000,22,1.0000,22,1.0000,22,1.0000,1.40,0.38,0.47,0.17,,,,
balapan,1,7,3,7,1,1.9500,2,1.9000,2,1.9000,2,1.9000,5.00,0.78,1.40,0.38,,,,
balas,1,5,2,5,10,1.4000,9,1.4500,9,1.4500,9,1.4500,188.00,2.28,90.19,1.96,,,,
balasan,2,7,3,7,3,1.8000,4,1.7500,4,1.7500,4,1.7500,14.20,1.18,7.48,0.93,,,,
balau,1,5,2,4,9,1.4500,9,1.5500,9,1.5500,9,1.5500,0.00,0.00,0.47,0.17,,,,
bali,1,4,2,4,19,1.0000,20,1.0000,20,1.0000,20,1.0000,45.60,1.67,23.36,1.39,,,,
balian,1,6,3,7,2,1.8500,2,1.9000,2,1.9000,2,1.9000,0.00,0.00,2.34,0.52,,,,
balik,1,5,2,5,4,1.6500,6,1.5500,6,1.6000,6,1.6000,156.40,2.20,90.19,1.96,,,,
baling,1,6,2,5,4,1.8000,5,1.7000,5,1.7500,5,1.7500,2.20,0.51,6.54,0.88,,,,
balu,1,4,2,4,14,1.1500,16,1.1500,16,1.1500,16,1.1500,6.00,0.85,4.67,0.75,,,,
ban,1,3,1,3,10,1.4000,9,1.5000,9,1.5000,9,1.5000,0.00,0.00,2.80,0.58,,,,
banang,1,6,2,5,10,1.4500,10,1.4500,10,1.4500,10,1.4500,0.80,0.26,1.40,0.38,,,,
bancuh,1,6,2,6,0,2.5000,0,2.5000,0,2.6500,0,2.6500,1.40,0.38,1.40,0.38,,,,
banda,1,5,2,5,8,1.4500,8,1.4500,8,1.4500,1,1.8500,4.00,0.70,1.40,0.38,,,,
bandar,1,6,2,6,2,1.8000,2,1.8000,2,1.8000,2,1.8000,234.20,2.37,181.31,2.26,,,,
bandaran,2,8,3,8,2,2.0500,2,2.1500,2,2.1500,2,2.2000,35.20,1.56,0.93,0.29,,,,
banding,1,7,2,6,4,1.7500,4,1.7500,4,1.7500,4,1.7500,0.00,0.00,7.01,0.90,634.8293,0.9318,522.3571,0.9545
bandingan,2,9,3,8,2,2.6000,2,2.5000,2,2.5000,2,2.5000,2.40,0.53,1.87,0.46,,,,
banduan,1,7,3,8,2,2.0500,2,2.4500,2,2.5000,2,2.5000,27.20,1.45,5.61,0.82,,,,
bandung,1,7,2,6,2,1.9000,2,1.9000,2,1.9000,2,1.9000,18.20,1.28,8.41,0.97,,,,
bang,1,4,1,3,12,1.2500,17,1.0500,16,1.0500,16,1.0500,0.00,0.00,3.74,0.68,,,,
bangau,1,6,2,4,2,1.9000,5,1.7000,5,1.7000,5,1.7000,9.80,1.03,6.54,0.88,,,,
bangga,1,6,2,5,4,1.7500,5,1.7000,5,1.7000,5,1.7500,88.80,1.95,78.97,1.90,,,,
bangka,1,6,2,5,7,1.5500,8,1.5000,8,1.5000,8,1.5000,1.40,0.38,0.47,0.17,,,,
bangkai,1,7,2,5,1,1.9000,3,1.8500,3,1.8500,3,1.8500,9.40,1.02,1.40,0.38,658.2683,0.9318,497.3023,0.9773
bangkangan,2,10,3,8,0,2.9500,0,2.5000,0,2.5000,0,2.6000,0.20,0.08,0.47,0.17,,,,
bangkit,1,7,2,6,0,2.2500,0,2.0000,0,2.0000,0,2.0000,92.80,1.97,198.60,2.30,573.1951,0.9318,489.1860,0.9773
bangku,1,6,2,5,4,1.8000,4,1.7500,4,1.7500,4,1.7500,34.00,1.54,28.04,1.46,,,,
bangsa,1,6,2,5,5,1.7500,5,1.7000,5,1.7000,4,1.7500,226.20,2.36,187.38,2.28,,,,
bangsawan,2,9,3,8,0,3.0000,0,2.8500,0,2.8500,0,2.8500,18.80,1.30,32.24,1.52,,,,
bangun,1,6,2,5,0,2.0000,0,2.0000,0,2.0000,0,2.0000,65.40,1.82,23.36,1.39,529.6977,0.9773,484.4651,0.9773
bangunan,2,8,3,7,0,2.8000,0,2.7500,0,2.9000,0,2.9000,274.80,2.44,67.76,1.84,,,,
banjaran,2,8,3,8,2,2.2500,1,2.3000,1,2.3000,1,2.3000,1.80,0.45,1.40,0.38,,,,
banjir,1,6,2,6,0,2.5000,0,2.4000,0,2.5500,0,2.5500,84.00,1.93,2.80,0.58,582.9512,0.9318,501.9070,0.9773
bantah,1,6,2,6,1,1.9000,1,1.9000,1,1.9000,1,1.9000,2.00,0.48,1.87,0.46,,,,
bantahan,2,8,3,8,0,2.3500,0,2.4000,0,2.4000,0,2.4000,31.60,1.51,30.84,1.50,,,,
bantal,1,6,2,6,1,1.9000,1,1.9000,1,1.9000,1,1.9000,15.00,1.20,1.40,0.38,,,,
banteras,1,8,3,8,0,2.9000,0,2.9000,0,2.9000,0,2.9500,2.20,0.51,2.34,0.52,730.0000,0.7045,586.4048,0.9545
banting,1,7,2,6,3,1.8500,3,1.8500,4,1.8000,4,1.8000,0.20,0.08,8.88,0.99,,,,
bantu,1,5,2,5,2,1.8000,2,1.8000,2,1.8500,2,1.8500,158.00,2.20,33.18,1.53,,,,
bantuan,2,7,3,8,1,1.9000,1,2.4500,1,2.6500,1,2.6500,606.20,2.78,144.86,2.16,,,,
bantut,1,6,2,6,0,2.0000,0,1.9500,0,2.1500,0,2.1500,1.00,0.30,0.93,0.29,720.0588,0.7727,505.6190,0.9545
banyak,1,6,2,6,0,2.0000,0,2.0000,0,2.0000,0,2.0500,"1,810.80",3.26,"1,117.29",3.05,,,,
bapa,1,4,2,4,10,1.4500,9,1.5000,9,1.5000,9,1.5000,922.80,2.97,83.64,1.93,,,,
bara,1,4,2,4,20,1.0000,19,1.0000,19,1.0000,18,1.0500,8.40,0.97,7.94,0.95,,,,
barah,1,5,2,5,9,1.4500,10,1.4000,10,1.4000,10,1.4500,223.80,2.35,2.80,0.58,,,,
baran,1,5,2,5,8,1.5000,9,1.5000,9,1.5000,9,1.5500,6.60,0.88,5.61,0.82,,,,
barang,1,6,2,5,14,1.2000,17,1.0500,17,1.0500,17,1.1000,117.80,2.07,59.35,1.78,,,,
barangan,2,8,3,7,2,1.9000,2,1.9000,2,1.9000,2,1.9000,309.00,2.49,270.09,2.43,,,,
barangkali,1,10,4,9,0,3.7000,0,3.7500,0,3.7500,0,3.9500,39.00,1.60,65.89,1.83,,,,
barat,1,5,2,5,8,1.5000,10,1.4000,10,1.4000,10,1.4500,307.60,2.49,121.03,2.09,592.8837,0.9773,511.8864,1.0000
bari,1,4,2,4,23,1.0000,23,1.0000,23,1.0000,23,1.0000,0.80,0.26,1.40,0.38,,,,
baris,1,5,2,5,3,1.7500,3,1.7500,4,1.7500,4,1.7500,5.80,0.83,69.16,1.85,565.6818,1.0000,487.3409,1.0000
barisan,2,7,3,7,2,2.0500,2,1.9000,2,2.2000,2,2.2000,152.60,2.19,459.81,2.66,,,,
baru,1,4,2,4,16,1.1000,17,1.1500,17,1.1500,17,1.1500,"2,339.40",3.37,"2,224.30",3.35,,,,
barua,1,5,3,6,0,1.9000,0,2.5000,0,2.5000,0,2.7000,0.80,0.26,0.47,0.17,,,,
basa,1,4,2,4,14,1.1500,13,1.2000,13,1.2000,13,1.2500,0.60,0.20,0.93,0.29,,,,
basah,1,5,2,5,4,1.7000,4,1.7000,4,1.7000,4,1.7500,31.40,1.51,23.83,1.40,595.1364,1.0000,484.8864,1.0000
basi,1,4,2,4,12,1.2500,11,1.3500,11,1.3500,11,1.3500,6.80,0.89,1.40,0.38,602.8810,0.9545,464.8837,0.9773
basikal,1,7,3,7,0,2.8500,0,2.8500,0,2.9000,0,2.9000,50.20,1.71,135.98,2.14,,,,
basil,1,5,2,5,2,1.8500,3,1.8000,0,1.9500,0,1.9500,0.00,0.00,0.93,0.29,,,,
basuh,1,5,2,5,1,1.9000,1,1.9000,1,1.9000,1,1.9000,5.00,0.78,1.87,0.46,,,,
bata,1,4,2,4,15,1.1000,14,1.1000,14,1.1000,14,1.3000,3.40,0.64,0.47,0.17,,,,
batak,1,5,2,5,10,1.4500,11,1.3500,11,1.3500,11,1.4000,1.60,0.41,0.47,0.17,,,,
batal,1,5,2,5,6,1.6000,7,1.5500,7,1.5500,7,1.6000,2.40,0.53,6.54,0.88,559.9524,0.9545,500.4186,0.9773
batang,1,6,2,5,11,1.4500,14,1.2500,14,1.2500,14,1.3000,50.60,1.71,10.28,1.05,,,,
batas,1,5,2,5,4,1.7000,5,1.6500,5,1.6500,5,1.7000,28.20,1.47,11.68,1.10,,,,
batasan,2,7,3,7,1,1.9000,1,1.9000,1,1.9000,1,1.9000,15.20,1.21,7.48,0.93,,,,
batik,1,5,2,5,5,1.7000,6,1.7000,6,1.7000,6,1.7000,0.00,0.00,7.01,0.90,,,,
batil,1,5,2,5,5,1.7500,6,1.7000,5,1.7500,4,1.8000,2.60,0.56,0.93,0.29,,,,
batin,1,5,2,5,3,1.8500,2,1.9000,2,1.9000,2,1.9000,20.60,1.33,6.54,0.88,585.9750,0.9091,503.3333,0.9545
batu,1,4,2,4,11,1.3000,12,1.3000,12,1.3500,12,1.3500,129.00,2.11,79.91,1.91,572.0930,0.9773,479.4651,0.9773
batuan,2,6,3,7,1,1.9000,1,1.9000,1,1.9000,1,1.9000,0.00,0.00,0.47,0.17,,,,
batuk,1,5,2,5,5,1.7000,5,1.7000,5,1.7500,5,1.7500,23.80,1.39,9.35,1.01,,,,
bau,1,3,2,4,9,1.1000,9,1.5000,9,1.5500,9,1.5500,37.20,1.58,1.87,0.46,609.9535,0.9773,490.5455,1.0000
baur,1,4,2,5,0,1.9000,1,1.9000,1,1.9500,1,1.9500,0.60,0.20,2.34,0.52,,,,
bawa,1,4,2,4,14,1.2500,14,1.2500,14,1.2500,13,1.3500,101.60,2.01,36.45,1.57,545.1395,0.9773,496.1818,1.0000
bawaan,2,6,3,6,1,1.9000,1,1.9000,1,1.9000,1,1.9500,0.40,0.15,1.40,0.38,,,,
bawah,1,5,2,5,5,1.7000,6,1.6500,6,1.6500,6,1.7000,807.40,2.91,500.93,2.70,,,,
bawahan,2,7,3,7,0,1.9500,0,1.9500,0,1.9500,0,2.0000,9.00,1.00,2.80,0.58,,,,
bayam,1,5,2,5,4,1.7500,5,1.7000,5,1.7000,5,1.7000,8.80,0.99,0.93,0.29,,,,
bayan,1,5,2,5,9,1.5000,10,1.5000,10,1.5000,10,1.5000,3.20,0.62,3.74,0.68,819.6429,0.3182,520.7619,0.9545
bayang,1,6,2,5,15,1.1500,18,1.0500,18,1.0500,18,1.0500,2.80,0.58,45.33,1.67,,,,
bayangan,2,8,3,7,4,1.9000,5,1.7500,5,1.7500,5,1.7500,18.60,1.29,41.59,1.63,,,,
bayar,1,5,2,5,7,1.6500,9,1.5500,9,1.5500,9,1.5500,60.00,1.79,16.82,1.25,522.3182,1.0000,487.5227,1.0000
bayaran,2,7,3,7,1,1.9500,2,1.9000,2,1.9000,2,1.9000,303.00,2.48,114.02,2.06,,,,
bayi,1,4,2,4,9,1.5000,9,1.5000,9,1.5500,9,1.5500,257.00,2.41,18.69,1.29,,,,
bayu,1,4,2,4,13,1.2500,14,1.2500,14,1.2500,14,1.2500,13.40,1.16,12.15,1.12,,,,
bazir,1,5,2,5,0,2.0000,0,2.0000,0,2.0000,0,2.0000,1.00,0.30,0.93,0.29,580.4878,0.9318,491.6279,0.9773
beban,1,5,2,5,1,1.9000,0,1.9500,0,1.9500,0,1.9500,64.20,1.81,28.97,1.48,,,,
bebanan,2,7,3,7,0,2.0000,0,2.2500,0,2.2500,0,2.3000,15.40,1.21,7.48,0.93,,,,
bebas,1,5,2,5,5,1.7500,0,2.0000,0,2.0000,0,2.0000,245.60,2.39,143.93,2.16,578.9318,1.0000,514.7857,0.9545
bebel,1,5,2,5,0,2.5000,0,2.6500,0,2.3000,0,2.3500,0.00,0.00,0.47,0.17,,,,
beberapa,2,8,4,8,0,3.1000,0,3.2000,0,3.2000,0,3.4000,"1,797.20",3.25,"1,319.16",3.12,,,,
beca,1,4,2,4,4,1.7500,2,1.8500,2,1.8500,0,1.9500,11.60,1.10,3.74,0.68,,,,
becak,1,5,2,5,3,1.8000,2,1.8500,2,1.8500,2,1.8500,0.00,0.00,1.87,0.46,,,,
becok,1,5,2,5,2,2.0500,2,2.2500,2,1.9000,2,1.9000,2.60,0.56,0.93,0.29,,,,
bedah,1,5,2,5,4,1.8000,4,1.8000,4,1.8000,4,1.8000,21.20,1.35,5.61,0.82,,,,
bedilan,2,7,3,7,0,2.6500,0,2.6500,0,2.8500,0,2.8500,1.20,0.34,0.47,0.17,,,,
begawan,1,7,3,7,0,2.3500,0,2.0500,0,2.0500,0,2.2500,3.00,0.60,5.61,0.82,,,,
begini,1,6,3,6,0,2.6500,0,2.8500,0,2.8500,0,2.8500,116.00,2.07,34.11,1.55,,,,
begitu,1,6,3,6,0,2.7500,0,2.8000,0,2.8000,0,2.8000,940.40,2.97,942.06,2.97,,,,
bek,1,3,1,3,5,1.6500,5,1.7000,5,1.7000,5,1.7000,13.00,1.15,32.71,1.53,,,,
beka,1,4,2,4,10,1.2500,7,1.5500,7,1.5500,0,1.9000,0.00,0.00,0.47,0.17,,,,
bekal,1,5,2,5,4,1.7500,4,1.8000,4,1.8000,4,1.8000,11.00,1.08,11.21,1.09,544.4773,1.0000,496.8605,0.9773
bekalan,2,7,3,7,0,2.0000,0,2.0000,0,2.0000,0,2.0000,160.20,2.21,80.37,1.91,,,,
bekas,1,5,2,5,5,1.6500,4,1.7500,4,1.7500,4,1.7500,472.40,2.68,416.36,2.62,,,,
bekerja,2,7,3,7,1,2.8000,1,3.0500,1,3.0500,1,3.1500,644.80,2.81,189.25,2.28,,,,
bekerjasama,2,11,5,11,0,4.4000,0,4.5000,0,4.5000,0,4.5500,214.80,2.33,94.39,1.98,,,,
beku,1,4,2,4,3,1.7500,2,1.8500,2,1.9000,2,1.9000,32.80,1.53,3.27,0.63,,,,
bekuan,2,6,3,7,0,2.0000,0,2.3500,0,2.3500,0,2.4000,0.00,0.00,0.47,0.17,,,,
bekuk,1,5,2,5,1,1.9000,1,1.9000,1,1.9500,1,1.9500,0.00,0.00,0.47,0.17,,,,
bela,1,4,2,4,11,1.2500,6,1.5500,6,1.5500,4,1.8000,0.00,0.00,1.87,0.46,,,,
belacan,1,7,3,7,2,1.9000,1,1.9500,1,1.9500,1,1.9500,13.20,1.15,0.47,0.17,,,,
belah,1,5,2,5,7,1.6000,7,1.6000,7,1.6000,7,1.6500,34.40,1.55,17.29,1.26,636.4250,0.9091,543.1667,0.9545
belaian,2,7,3,7,2,1.8500,1,2.2500,1,2.2500,1,2.3000,12.20,1.12,1.87,0.46,,,,
belajar,1,7,3,7,2,1.9500,2,1.9000,2,1.9000,2,2.0000,452.80,2.66,102.34,2.01,,,,
belaka,1,6,3,6,0,2.0000,1,1.9000,1,1.9000,1,1.9500,18.40,1.29,6.54,0.88,,,,
belakang,1,8,3,7,1,2.3500,1,1.9000,1,1.9000,1,1.9500,278.00,2.45,327.57,2.52,595.5227,1.0000,515.1364,1.0000
belalang,1,8,3,7,1,2.1500,1,1.9500,1,1.9500,1,1.9500,11.20,1.09,1.87,0.46,,,,
belang,1,6,2,5,8,1.5500,10,1.4000,10,1.4000,10,1.4500,4.20,0.72,8.41,0.97,,,,
belanga,1,7,3,6,1,1.9000,1,1.9000,1,1.9000,1,1.9000,2.00,0.48,0.93,0.29,,,,
belanja,1,7,3,7,1,2.4000,0,2.6500,0,2.6500,0,2.8000,93.60,1.98,47.20,1.68,530.0455,1.0000,528.5000,0.9545
